name,template,time0,time1,time2,time3,time4,avg_time,std_dev,generalization_nodes,generalization_edges,generalization_node_variables,generalization_edge_variables,g1_nodes,g1_edges,g2_nodes,g2_edges
aws_aws-sdk-java,1463,696,680,662,701,705,688.8,15.866946776238962,199,198,14,14,216,215,216,215
aws_aws-sdk-java,1464,628,617,628,613,715,640.2,37.87030498952973,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1465,667,658,655,636,753,673.8,40.86759107165481,139,138,8,8,147,146,147,146
aws_aws-sdk-java,1466,622,629,639,638,614,628.4,9.520504188329523,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1467,614,690,606,614,633,631.4,30.61764197321538,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1468,617,623,647,601,620,621.6,14.8,53,52,2,2,55,54,55,54
aws_aws-sdk-java,1469,745,680,721,695,658,699.8,30.511637124218684,140,139,7,7,147,146,147,146
aws_aws-sdk-java,146,665,657,685,638,676,664.2,16.191355718407276,119,117,7,9,124,123,147,146
aws_aws-sdk-java,1470,655,641,646,668,686,659.2,16.240689640529432,119,118,6,6,147,146,124,123
aws_aws-sdk-java,1471,627,640,611,607,615,620.0,12.033287165193059,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1472,652,681,700,651,663,669.4,18.72538384119268,119,118,5,5,124,123,124,123
aws_aws-sdk-java,1473,698,675,700,698,691,692.4,9.221713506718803,135,134,7,7,170,169,193,192
aws_aws-sdk-java,1474,642,615,621,611,617,621.2,10.88852607105296,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1475,647,662,653,653,643,651.6,6.437390775772433,138,137,9,9,147,146,147,146
aws_aws-sdk-java,1476,662,663,654,659,650,657.6,4.923413450036469,115,114,5,5,147,146,170,169
aws_aws-sdk-java,1477,636,606,630,644,623,627.8,12.905812643921342,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1478,603,612,642,650,637,628.8,18.10414317221337,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1479,639,637,643,653,722,658.8,32.07740637894529,115,114,5,5,124,123,147,146
aws_aws-sdk-java,147,651,637,639,684,647,651.6,16.98940846527624,115,114,4,4,124,123,124,123
aws_aws-sdk-java,1480,655,645,657,618,644,643.8,13.905394636614956,75,74,7,7,85,84,91,90
aws_aws-sdk-java,1481,626,620,623,627,657,630.6,13.425349157470729,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1482,638,646,662,662,671,655.8,12.006664815842907,114,113,5,5,124,123,124,123
aws_aws-sdk-java,1483,620,608,624,600,619,614.2,8.863407922464136,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1484,622,652,671,644,656,649.0,16.099689437998485,119,118,6,6,124,123,147,146
aws_aws-sdk-java,1485,685,653,675,684,661,671.6,12.674383614203887,115,114,5,5,147,146,124,123
aws_aws-sdk-java,1486,722,652,657,668,652,670.2,26.55108284044174,160,158,12,14,170,169,193,192
aws_aws-sdk-java,1487,654,645,660,662,679,660.0,11.189280584559492,140,137,7,11,147,146,147,146
aws_aws-sdk-java,1488,633,639,642,626,632,634.4,5.607138307550474,115,114,5,5,124,123,147,146
aws_aws-sdk-java,1489,655,650,668,667,643,656.6,9.687104830649869,152,151,9,9,170,169,170,169
aws_aws-sdk-java,148,650,672,702,658,659,668.2,18.312837027615355,161,160,9,9,170,169,170,169
aws_aws-sdk-java,1490,641,660,652,665,665,656.6,9.134549797335389,91,90,8,8,99,98,99,98
aws_aws-sdk-java,1491,628,612,644,607,626,623.4,13.047605144240071,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1492,653,654,673,673,681,666.8,11.249888888340186,142,141,6,6,193,192,170,169
aws_aws-sdk-java,1493,665,715,727,698,680,697.0,22.529980026622304,183,181,12,14,193,192,216,215
aws_aws-sdk-java,1494,717,656,666,647,659,669.0,24.76287543884999,140,139,8,8,170,169,147,146
aws_aws-sdk-java,1495,653,644,671,682,657,661.4,13.484806264830057,133,132,8,8,147,146,147,146
aws_aws-sdk-java,1496,620,642,636,631,615,628.8,9.987992791347018,52,51,3,3,55,54,55,54
aws_aws-sdk-java,1497,619,606,678,646,669,643.6,27.76040345528141,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1498,670,658,661,715,646,670.0,23.77393530739074,138,137,9,9,147,146,147,146
aws_aws-sdk-java,1499,657,643,637,652,666,651.0,10.21763181955584,145,142,2,6,147,146,147,146
aws_aws-sdk-java,149,655,655,679,671,670,666.0,9.50789145920377,140,137,9,13,147,146,170,169
aws_aws-sdk-java,14,634,612,616,606,605,614.6,10.499523798725349,52,51,3,3,55,54,55,54
aws_aws-sdk-java,1500,678,662,712,690,670,682.4,17.453939383417143,181,180,12,12,193,192,193,192
aws_aws-sdk-java,1501,679,678,680,682,691,682.0,4.69041575982343,123,122,2,2,216,215,239,238
aws_aws-sdk-java,1502,650,646,675,717,650,667.6,26.762660555333433,90,89,8,8,103,102,103,102
aws_aws-sdk-java,1503,671,673,672,656,665,667.4,6.343500610861482,139,136,9,13,170,169,147,146
aws_aws-sdk-java,1504,618,619,621,607,606,614.2,6.368673331236264,52,51,3,3,55,54,55,54
aws_aws-sdk-java,1505,663,667,685,665,647,665.4,12.092973166264779,122,121,2,2,124,123,124,123
aws_aws-sdk-java,1506,641,652,622,634,613,632.4,13.749181793837769,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1507,630,655,639,658,648,646.0,10.334408546211051,118,117,6,6,124,123,124,123
aws_aws-sdk-java,1508,649,656,635,654,644,647.6,7.552483035399682,154,153,9,9,170,169,170,169
aws_aws-sdk-java,1509,623,665,687,678,638,658.2,24.14456460572441,114,113,5,5,124,123,124,123
aws_aws-sdk-java,150,639,637,662,674,660,654.4,14.235167719419396,93,92,8,8,119,118,103,102
aws_aws-sdk-java,1510,618,612,606,622,646,620.8,13.717142559585797,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1511,742,706,676,682,674,696.0,25.67489045740994,181,177,12,18,193,192,193,192
aws_aws-sdk-java,1512,635,672,638,640,676,652.2,17.915356541246954,119,118,6,6,124,123,147,146
aws_aws-sdk-java,1513,655,640,689,649,704,667.4,24.694938752708012,122,121,2,2,124,123,124,123
aws_aws-sdk-java,1514,666,646,681,687,658,667.6,14.947909552843836,140,139,7,7,147,146,147,146
aws_aws-sdk-java,1515,682,659,751,687,712,698.2,31.313894679518867,161,157,9,15,170,169,170,169
aws_aws-sdk-java,1516,709,671,639,677,654,670.0,23.613555429032708,79,78,6,6,85,84,85,84
aws_aws-sdk-java,1517,686,669,653,649,646,660.6,14.974645237867906,137,136,7,7,147,146,147,146
aws_aws-sdk-java,1518,640,637,655,642,686,652.0,18.077610461562667,119,118,6,6,124,123,147,146
aws_aws-sdk-java,1519,664,661,720,635,655,667.0,28.36194633659686,118,117,6,6,124,123,124,123
aws_aws-sdk-java,151,657,650,695,662,635,659.8,19.813126961688805,113,112,4,4,124,123,124,123
aws_aws-sdk-java,1520,677,677,677,684,669,676.8,4.749736834815167,118,117,6,6,124,123,124,123
aws_aws-sdk-java,1521,672,645,646,651,656,654.0,9.818350166906862,119,117,7,9,124,123,147,146
aws_aws-sdk-java,1522,650,643,706,680,636,663.0,26.21449980449751,119,118,6,6,124,123,147,146
aws_aws-sdk-java,1523,638,614,606,680,635,634.6,25.74956310308973,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1524,625,630,626,643,661,637.0,13.6088206689632,52,51,3,3,55,54,55,54
aws_aws-sdk-java,1525,660,620,680,654,657,654.2,19.374209661299734,104,103,10,10,114,113,114,113
aws_aws-sdk-java,1526,635,624,629,647,644,635.8,8.704022058795578,55,54,0,0,55,54,55,54
aws_aws-sdk-java,1527,649,653,635,605,641,636.6,16.98940846527624,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1528,685,665,669,684,710,682.6,15.83161394173064,197,191,16,26,216,215,216,215
aws_aws-sdk-java,1529,650,638,662,714,641,661.0,27.784887978899608,98,97,4,4,147,146,124,123
aws_aws-sdk-java,152,655,675,699,676,696,680.2,16.017490440140737,146,145,2,2,147,146,170,169
aws_aws-sdk-java,1530,663,690,647,653,675,665.6,15.460918472070151,135,134,6,6,147,146,147,146
aws_aws-sdk-java,1531,642,655,655,656,703,662.2,21.04661492972207,91,90,8,8,99,98,99,98
aws_aws-sdk-java,1532,659,655,616,641,618,637.8,18.015548839821673,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1533,629,627,613,629,616,622.8,6.881860213634101,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1534,679,704,663,661,661,673.6,16.632498309033434,140,139,7,7,147,146,147,146
aws_aws-sdk-java,1535,685,677,650,677,646,667.0,15.836666315863324,106,105,8,8,114,113,114,113
aws_aws-sdk-java,1536,645,645,646,662,650,649.6,6.468384651518491,118,117,6,6,124,123,124,123
aws_aws-sdk-java,1537,638,618,627,622,665,634.0,16.88786546606764,50,49,4,4,55,54,55,54
aws_aws-sdk-java,1538,709,674,696,681,700,692.0,12.759310326189265,160,159,10,10,170,169,170,169
aws_aws-sdk-java,1539,701,667,675,680,651,674.8,16.375591592366977,135,134,6,6,147,146,147,146
aws_aws-sdk-java,153,659,703,632,696,648,667.6,27.514359887157106,119,118,5,5,124,123,124,123
aws_aws-sdk-java,1540,668,706,647,688,677,677.2,19.711925324533876,107,106,11,11,118,117,118,117
aws_aws-sdk-java,1541,672,650,653,636,666,655.4,12.642784503423286,134,133,7,7,147,146,147,146
aws_aws-sdk-java,1542,631,617,635,621,679,636.6,22.17746604100658,50,49,4,4,55,54,55,54
aws_aws-sdk-java,1543,628,613,606,620,610,615.4,7.787168933572713,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1544,670,672,730,665,669,681.2,24.50632571398658,181,180,13,13,193,192,216,215
aws_aws-sdk-java,1545,707,702,669,693,675,689.2,14.864723340849636,176,175,14,14,193,192,193,192
aws_aws-sdk-java,1546,640,677,683,664,673,667.4,15.02797391533536,98,97,4,4,124,123,147,146
aws_aws-sdk-java,1547,632,633,642,643,648,639.6,6.151422599691879,98,97,4,4,124,123,147,146
aws_aws-sdk-java,1548,678,639,648,627,693,657.0,24.66576574931336,135,134,6,6,147,146,147,146
aws_aws-sdk-java,1549,668,668,659,660,653,661.6,5.748043145279966,145,144,3,3,170,169,147,146
aws_aws-sdk-java,154,683,641,647,663,649,656.6,15.041276541570534,140,139,7,7,147,146,147,146
aws_aws-sdk-java,1550,654,654,662,658,652,656.0,3.5777087639996634,141,140,6,6,147,146,147,146
aws_aws-sdk-java,1551,647,657,636,638,644,644.4,7.445804187594513,118,117,6,6,124,123,124,123
aws_aws-sdk-java,1552,623,635,618,633,612,624.2,8.749857141690944,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1553,655,662,732,657,751,691.4,41.40821174598101,161,159,11,13,170,169,193,192
aws_aws-sdk-java,1554,665,679,684,657,660,669.0,10.639548862616309,99,98,11,11,114,113,114,113
aws_aws-sdk-java,1555,654,672,671,679,649,665.0,11.47170431975999,138,137,9,9,147,146,147,146
aws_aws-sdk-java,1556,638,652,635,634,615,634.8,11.822013364905319,50,49,4,4,55,54,55,54
aws_aws-sdk-java,1557,641,645,648,628,668,646.0,12.946041866145807,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1558,652,657,681,676,690,671.2,14.441606558828557,119,118,5,5,124,123,124,123
aws_aws-sdk-java,1559,666,665,656,672,714,674.6,20.35288677313368,153,146,8,20,170,169,170,169
aws_aws-sdk-java,155,656,663,682,672,673,669.2,8.930845424706442,160,159,10,10,170,169,170,169
aws_aws-sdk-java,1560,699,728,731,697,676,706.2,20.68235963327202,139,137,10,12,216,215,193,192
aws_aws-sdk-java,1561,621,620,734,646,670,658.2,42.13502106324382,53,52,2,2,55,54,55,54
aws_aws-sdk-java,1562,662,659,705,688,694,681.6,18.095303258028036,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1563,669,651,748,701,657,685.2,35.83517824708006,155,151,8,14,170,169,170,169
aws_aws-sdk-java,1564,703,694,651,675,682,681.0,17.832554500127006,140,139,7,7,147,146,147,146
aws_aws-sdk-java,1565,653,648,664,661,699,665.0,17.92205345377588,139,138,8,8,147,146,147,146
aws_aws-sdk-java,1566,682,701,663,677,665,677.6,13.705473359209451,124,123,1,1,147,146,170,169
aws_aws-sdk-java,1567,608,625,627,621,626,621.4,7.002856560004638,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1568,631,675,691,634,658,657.8,23.163764806265842,114,113,5,5,124,123,124,123
aws_aws-sdk-java,1569,649,651,677,663,641,656.2,12.560254774486065,134,133,7,7,147,146,147,146
aws_aws-sdk-java,156,662,673,660,650,655,660.0,7.720103626247513,159,156,11,15,170,169,170,169
aws_aws-sdk-java,1570,680,639,645,654,704,664.4,24.253659517689286,118,117,6,6,124,123,124,123
aws_aws-sdk-java,1571,690,663,707,642,652,670.8,24.17767565337909,139,136,9,13,170,169,147,146
aws_aws-sdk-java,1572,625,651,653,685,706,664.0,28.340783334269364,135,134,4,4,147,146,147,146
aws_aws-sdk-java,1573,631,619,623,651,634,631.6,11.092339699089637,53,52,2,2,55,54,55,54
aws_aws-sdk-java,1574,687,647,646,722,646,669.6,30.571882506643256,119,117,7,9,147,146,124,123
aws_aws-sdk-java,1575,666,644,656,665,657,657.6,7.9145435749637505,117,116,6,6,124,123,124,123
aws_aws-sdk-java,1576,687,654,664,695,669,673.8,15.065191668213185,91,90,8,8,99,98,99,98
aws_aws-sdk-java,1577,746,688,676,691,693,698.8,24.326117651610584,218,204,15,41,239,238,239,238
aws_aws-sdk-java,1578,661,649,651,631,641,646.6,10.071742649611336,119,118,5,5,124,123,124,123
aws_aws-sdk-java,1579,633,643,696,618,623,642.6,28.047103237232896,51,50,4,4,55,54,55,54
aws_aws-sdk-java,157,626,609,604,673,648,632.0,25.635912310662945,52,51,3,3,55,54,55,54
aws_aws-sdk-java,1580,682,690,676,671,662,676.2,9.516301802696255,153,147,8,18,170,169,170,169
aws_aws-sdk-java,1581,626,623,619,620,628,623.2,3.4292856398964493,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1582,637,674,670,636,624,648.2,20.00399960007998,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1583,623,616,672,634,640,637.0,19.390719429665317,53,52,2,2,55,54,55,54
aws_aws-sdk-java,1584,647,649,650,662,687,659.0,14.953260514014994,135,134,6,6,147,146,147,146
aws_aws-sdk-java,1585,621,621,633,679,611,633.0,24.033310217279684,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1586,644,666,636,668,637,650.2,14.005713120009277,91,90,8,8,99,98,99,98
aws_aws-sdk-java,1587,654,648,654,656,677,657.8,9.96794863550169,160,157,10,14,170,169,170,169
aws_aws-sdk-java,1588,604,614,632,620,627,619.4,9.830564581955606,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1589,628,647,627,620,621,628.6,9.728309205612247,51,50,4,4,55,54,55,54
aws_aws-sdk-java,158,615,651,662,625,616,633.8,19.17706964058899,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1590,656,669,737,663,652,675.4,31.347089179060944,156,155,9,9,170,169,193,192
aws_aws-sdk-java,1591,632,683,690,664,660,665.8,20.30172406471923,98,97,4,4,124,123,147,146
aws_aws-sdk-java,1592,648,686,655,661,670,664.0,13.16054710108968,139,138,8,8,147,146,147,146
aws_aws-sdk-java,1593,665,657,653,653,645,654.6,6.499230723708768,140,139,7,7,147,146,147,146
aws_aws-sdk-java,1594,673,657,680,648,674,666.4,11.943198901466893,162,161,8,8,170,169,170,169
aws_aws-sdk-java,1595,684,654,646,644,685,662.6,18.194504664870653,95,94,3,3,147,146,124,123
aws_aws-sdk-java,1596,634,631,625,633,669,638.4,15.615377036754508,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1597,669,654,640,643,641,649.4,11.001818031580052,114,113,5,5,124,123,124,123
aws_aws-sdk-java,1598,675,639,699,629,619,652.2,30.08255308314106,49,48,3,3,55,54,55,54
aws_aws-sdk-java,1599,645,651,643,635,599,634.6,18.521339044464362,52,51,3,3,55,54,55,54
aws_aws-sdk-java,159,688,640,656,700,645,665.8,23.903137869325857,114,113,5,5,124,123,124,123
aws_aws-sdk-java,15,676,678,647,725,647,674.6,28.555910071296974,141,140,6,6,147,146,147,146
aws_aws-sdk-java,1600,637,644,658,730,665,666.8,33.114347343711906,98,97,4,4,124,123,101,100
aws_aws-sdk-java,1601,608,638,613,624,624,621.4,10.384603988597735,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1602,609,613,617,654,627,624.0,16.14930339054908,53,52,2,2,55,54,55,54
aws_aws-sdk-java,1603,638,644,627,614,608,626.2,13.687950905814938,53,52,2,2,55,54,55,54
aws_aws-sdk-java,1604,668,681,652,687,664,670.4,12.43543324536785,174,173,11,11,193,192,193,192
aws_aws-sdk-java,1605,679,649,649,651,637,653.0,13.914021704740868,110,109,8,8,118,117,118,117
aws_aws-sdk-java,1606,617,652,643,612,630,630.8,15.118200951171406,50,49,4,4,55,54,55,54
aws_aws-sdk-java,1607,663,654,658,666,651,658.4,5.535341001239218,119,118,6,6,147,146,170,169
aws_aws-sdk-java,1608,669,678,684,669,720,684.0,18.878559267062727,180,179,13,13,193,192,193,192
aws_aws-sdk-java,1609,658,678,670,695,730,686.2,24.983194351403505,161,160,10,10,170,169,193,192
aws_aws-sdk-java,160,690,674,664,665,664,671.4,10.031948963187562,139,138,8,8,147,146,147,146
aws_aws-sdk-java,1610,645,651,644,648,632,644.0,6.48074069840786,120,119,5,5,124,123,147,146
aws_aws-sdk-java,1611,607,631,624,651,633,629.2,14.232357499725756,51,50,3,3,55,54,55,54
aws_aws-sdk-java,1612,651,649,637,666,670,654.6,12.009995836801941,119,117,7,9,124,123,147,146
aws_aws-sdk-java,1613,645,627,639,649,657,643.4,10.071742649611336,119,118,5,5,124,123,124,123
aws_aws-sdk-java,1614,667,627,625,650,652,644.2,15.992498241363041,52,51,3,3,55,54,55,54
aws_aws-sdk-java,1615,670,668,658,651,644,658.2,9.88736567544662,118,117,7,7,170,169,147,146
aws_aws-sdk-java,1616,610,620,630,636,611,621.4,10.268398122394748,52,51,3,3,55,54,55,54
aws_aws-sdk-java,1617,606,607,606,608,613,608.0,2.6076809620810595,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1618,651,662,690,675,652,666.0,14.791889669680478,147,146,1,1,147,146,170,169
aws_aws-sdk-java,1619,697,633,642,686,643,660.2,26.026140705068048,119,118,6,6,147,146,124,123
aws_aws-sdk-java,161,649,656,669,691,668,666.6,14.319217855735,140,139,7,7,147,146,147,146
aws_aws-sdk-java,1620,627,628,600,611,663,625.8,21.32979137263185,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1621,645,661,658,666,646,655.2,8.328265125462805,119,118,6,6,124,123,147,146
aws_aws-sdk-java,1622,655,651,661,680,674,664.2,11.08873302050329,134,133,7,7,147,146,147,146
aws_aws-sdk-java,1623,649,653,664,657,738,672.2,33.27100840070826,134,133,7,7,147,146,147,146
aws_aws-sdk-java,1624,656,641,626,627,614,632.8,14.413882197381799,50,49,4,4,55,54,55,54
aws_aws-sdk-java,1625,686,649,636,644,713,665.6,29.261578904768623,114,113,5,5,124,123,124,123
aws_aws-sdk-java,1626,653,643,636,648,714,658.8,28.166646942793882,119,118,6,6,147,146,124,123
aws_aws-sdk-java,1627,657,664,675,749,705,690.0,33.75203697556638,203,200,13,17,216,215,216,215
aws_aws-sdk-java,1628,655,667,644,647,664,655.4,9.046546302318912,119,118,5,5,124,123,124,123
aws_aws-sdk-java,1629,627,623,642,605,626,624.6,11.80847153530041,81,80,4,4,85,84,85,84
aws_aws-sdk-java,162,667,659,667,659,662,662.8,3.6,134,133,8,8,147,146,170,169
aws_aws-sdk-java,1630,614,630,611,661,631,629.4,17.76063061943466,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1631,644,664,667,650,654,655.8,8.588364221433556,109,108,8,8,118,117,118,117
aws_aws-sdk-java,1632,700,648,646,626,701,664.2,30.622867272677126,95,94,3,3,147,146,124,123
aws_aws-sdk-java,1633,645,641,638,649,635,641.6,4.963869458396343,95,94,3,3,124,123,147,146
aws_aws-sdk-java,1634,631,623,632,638,620,628.8,6.493073232299171,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1635,669,634,615,606,635,631.8,21.664717861075413,54,53,1,1,55,54,55,54
aws_aws-sdk-java,1636,665,654,681,650,656,661.2,11.05260150371848,91,90,8,8,99,98,99,98
aws_aws-sdk-java,1637,651,669,662,647,648,655.4,8.63944442658207,118,117,6,6,124,123,124,123
aws_aws-sdk-java,1638,651,697,691,698,645,676.4,23.388886249669948,135,134,6,6,147,146,147,146
aws_aws-sdk-java,1639,688,665,685,664,656,671.6,12.59523719506703,135,134,6,6,147,146,147,146
aws_aws-sdk-java,163,662,644,648,702,643,659.8,22.166641603995856,140,139,7,7,147,146,147,146
aws_aws-sdk-java,1640,633,680,630,604,652,639.8,25.253910588263356,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1641,706,651,625,669,635,657.2,28.5965032827442,98,97,4,4,147,146,124,123
aws_aws-sdk-java,1642,665,671,654,645,647,656.4,10.111379727811629,119,118,5,5,124,123,124,123
aws_aws-sdk-java,1643,627,665,650,668,643,650.6,15.001333274079341,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1644,666,659,649,651,655,656.0,6.06630035524124,138,137,6,6,147,146,147,146
aws_aws-sdk-java,1645,632,620,668,628,630,635.6,16.70449041425688,52,51,3,3,55,54,55,54
aws_aws-sdk-java,1646,621,655,608,620,644,629.6,17.234848418248422,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1647,647,712,636,623,644,652.4,30.936063097944444,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1648,668,662,643,655,661,657.8,8.471127433818948,140,139,7,7,147,146,147,146
aws_aws-sdk-java,1649,665,658,645,661,656,657.0,6.723094525588644,140,139,7,7,147,146,147,146
aws_aws-sdk-java,164,635,624,620,633,614,625.2,7.884161337770809,50,49,4,4,55,54,55,54
aws_aws-sdk-java,1650,682,688,677,647,645,667.8,18.148278155241066,136,135,5,5,147,146,147,146
aws_aws-sdk-java,1651,622,623,622,630,626,624.6,3.0724582991474434,52,51,3,3,55,54,55,54
aws_aws-sdk-java,1652,618,822,723,722,770,731.0,67.40326401592137,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1653,751,719,769,634,650,704.6,53.80185870395186,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1654,648,634,656,638,633,641.8,8.863407922464136,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1655,625,628,670,633,637,638.6,16.230834852218788,50,49,4,4,55,54,55,54
aws_aws-sdk-java,1656,696,654,691,643,627,662.2,27.006665843824557,115,114,5,5,147,146,124,123
aws_aws-sdk-java,1657,675,680,642,628,640,653.0,20.630075133164205,117,116,6,6,124,123,124,123
aws_aws-sdk-java,1658,631,747,680,640,643,668.2,42.80841038861406,114,113,5,5,124,123,124,123
aws_aws-sdk-java,1659,636,637,651,635,705,652.8,26.746214685446613,118,117,6,6,124,123,124,123
aws_aws-sdk-java,165,707,694,695,705,672,694.6,12.43543324536785,141,139,8,10,147,146,170,169
aws_aws-sdk-java,1660,651,619,626,634,613,628.6,13.215142829345432,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1661,617,644,601,609,614,617.0,14.546477236774544,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1662,654,645,659,653,628,647.8,10.870142593360953,118,117,6,6,124,123,124,123
aws_aws-sdk-java,1663,636,670,658,709,664,667.4,23.762154784446636,118,117,7,7,147,146,124,123
aws_aws-sdk-java,1664,656,649,634,672,667,655.6,13.484806264830057,98,97,4,4,147,146,124,123
aws_aws-sdk-java,1665,650,617,605,619,621,622.4,14.88086019019062,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1666,636,670,673,625,626,646.0,21.194338866782328,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1667,652,667,676,663,647,661.0,10.411532067856296,161,160,9,9,170,169,170,169
aws_aws-sdk-java,1668,649,682,696,688,655,674.0,18.601075237738275,140,139,8,8,147,146,170,169
aws_aws-sdk-java,1669,668,658,656,704,706,678.4,22.10520300743696,135,134,6,6,147,146,147,146
aws_aws-sdk-java,166,651,648,658,649,654,652.0,3.63318042491699,119,118,6,6,147,146,124,123
aws_aws-sdk-java,1670,752,739,712,684,661,709.6,33.72002372478406,225,222,14,18,239,238,239,238
aws_aws-sdk-java,1671,656,659,643,668,662,657.6,8.309031231136395,90,89,8,8,103,102,103,102
aws_aws-sdk-java,1672,675,642,652,629,662,652.0,15.861904047118681,104,103,10,10,114,113,114,113
aws_aws-sdk-java,1673,646,662,680,652,704,668.8,21.03711006768753,138,137,9,9,147,146,147,146
aws_aws-sdk-java,1674,680,669,666,694,669,675.6,10.365326815879952,140,139,7,7,147,146,147,146
aws_aws-sdk-java,1675,640,651,649,638,633,642.2,6.794115100585212,89,88,0,0,89,88,89,88
aws_aws-sdk-java,1676,618,621,612,653,617,624.2,14.688771221582831,52,51,3,3,55,54,55,54
aws_aws-sdk-java,1677,688,673,695,659,677,678.4,12.451505933018705,134,131,7,11,147,146,147,146
aws_aws-sdk-java,1678,665,645,690,669,660,665.8,14.579437574886077,116,114,3,5,118,117,118,117
aws_aws-sdk-java,1679,695,661,675,666,656,670.6,13.720058308913996,156,149,11,23,170,169,170,169
aws_aws-sdk-java,167,660,697,699,703,652,682.2,21.62775993948518,134,133,7,7,147,146,147,146
aws_aws-sdk-java,1680,633,628,654,630,644,637.8,9.80612053770501,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1681,666,675,687,682,663,674.6,9.134549797335389,134,133,7,7,147,146,147,146
aws_aws-sdk-java,1682,645,623,624,628,657,635.4,13.395521639712282,53,52,2,2,55,54,55,54
aws_aws-sdk-java,1683,716,619,647,656,661,659.8,31.631629739866394,111,110,3,3,114,113,114,113
aws_aws-sdk-java,1684,716,638,692,685,634,673.0,31.937438845342623,120,119,5,5,124,123,147,146
aws_aws-sdk-java,1685,709,682,701,657,671,684.0,19.05780679931455,161,160,9,9,170,169,170,169
aws_aws-sdk-java,1686,668,657,653,683,669,666.0,10.507140429250958,154,153,10,10,170,169,170,169
aws_aws-sdk-java,1687,656,662,630,660,659,653.4,11.859173664298874,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1688,635,657,667,659,679,659.4,14.444376068214229,90,89,8,8,103,102,103,102
aws_aws-sdk-java,1689,614,613,614,628,599,613.6,9.178235124467012,51,50,4,4,55,54,55,54
aws_aws-sdk-java,168,657,652,716,653,655,666.6,24.759644585494357,138,137,9,9,147,146,147,146
aws_aws-sdk-java,1690,663,644,672,646,659,656.8,10.533755265810953,91,90,8,8,99,98,99,98
aws_aws-sdk-java,1691,695,653,611,660,645,652.8,26.98443996083669,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1692,646,673,657,670,693,667.8,15.866946776238962,101,100,10,10,114,113,118,117
aws_aws-sdk-java,1693,603,607,636,621,613,616.0,11.696153213770756,51,50,4,4,55,54,55,54
aws_aws-sdk-java,1694,663,658,670,701,661,670.6,15.704776343520464,140,139,8,8,147,146,170,169
aws_aws-sdk-java,1695,664,668,674,693,719,683.6,20.303694245136768,169,158,12,32,193,192,193,192
aws_aws-sdk-java,1696,650,652,650,668,669,657.8,8.772684879784524,154,153,9,9,170,169,170,169
aws_aws-sdk-java,1697,629,610,609,623,620,618.2,7.678541528180987,54,53,1,1,55,54,55,54
aws_aws-sdk-java,1698,661,648,664,653,658,656.8,5.706137047074843,139,138,8,8,147,146,147,146
aws_aws-sdk-java,1699,633,614,621,622,633,624.6,7.391887445030531,51,50,4,4,55,54,55,54
aws_aws-sdk-java,169,638,657,647,658,664,652.8,9.19565114605812,119,118,6,6,147,146,124,123
